Failed to initialize disk cache, falling back to memory-only cache: [Errno 122] Cache directory "/home/yzheng/.dspy_cache/000" does not exist and could not be created
2026-05-12 11:17:07,910 INFO root | progress: 5/100 (11.0s, 2.2s/q)
2026-05-12 11:17:42,069 INFO root | progress: 10/100 (45.2s, 4.5s/q)
2026-05-12 11:17:45,192 INFO root | progress: 15/100 (48.3s, 3.2s/q)
2026-05-12 11:17:50,331 INFO root | progress: 20/100 (53.4s, 2.7s/q)
2026-05-12 11:17:53,231 INFO root | progress: 25/100 (56.3s, 2.3s/q)
2026-05-12 11:17:56,284 INFO root | progress: 30/100 (59.4s, 2.0s/q)
2026-05-12 11:18:05,359 INFO root | progress: 35/100 (68.5s, 2.0s/q)
2026-05-12 11:18:29,494 INFO root | progress: 40/100 (92.6s, 2.3s/q)
2026-05-12 11:18:33,919 INFO root | progress: 45/100 (97.0s, 2.2s/q)
2026-05-12 11:18:38,499 INFO root | progress: 50/100 (101.6s, 2.0s/q)
2026-05-12 11:18:41,923 INFO root | progress: 55/100 (105.0s, 1.9s/q)
2026-05-12 11:18:53,865 INFO root | progress: 60/100 (117.0s, 1.9s/q)
2026-05-12 11:19:01,843 INFO root | progress: 65/100 (124.9s, 1.9s/q)
2026-05-12 11:19:13,563 INFO root | progress: 70/100 (136.7s, 2.0s/q)
2026-05-12 11:19:19,927 INFO root | progress: 75/100 (143.0s, 1.9s/q)
2026-05-12 11:19:23,587 INFO root | progress: 80/100 (146.7s, 1.8s/q)
2026-05-12 11:19:25,494 INFO root | progress: 85/100 (148.6s, 1.7s/q)
2026-05-12 11:19:37,638 INFO root | progress: 90/100 (160.7s, 1.8s/q)
2026-05-12 11:19:49,130 INFO root | progress: 95/100 (172.2s, 1.8s/q)
2026-05-12 11:19:59,331 INFO root | progress: 100/100 (182.4s, 1.8s/q)
2026-05-12 11:19:59,331 INFO root | done: 100 predictions written to /local/yzheng/pnair/workspace/adaptive-mas/results/amas_pro/orch_v9_pilot100_20260512_1112/hotpot/predictions.jsonl
