Failed to initialize disk cache, falling back to memory-only cache: [Errno 122] Cache directory "/home/yzheng/.dspy_cache/000" does not exist and could not be created
2026-05-12 02:58:58,938 INFO root | progress: 5/1000 (7.0s, 1.4s/q)
2026-05-12 02:59:04,314 INFO root | progress: 10/1000 (12.4s, 1.2s/q)
2026-05-12 02:59:33,592 INFO root | progress: 15/1000 (41.7s, 2.8s/q)
2026-05-12 02:59:43,894 INFO root | progress: 20/1000 (52.0s, 2.6s/q)
2026-05-12 02:59:48,336 INFO root | progress: 25/1000 (56.4s, 2.3s/q)
2026-05-12 02:59:53,489 INFO root | progress: 30/1000 (61.6s, 2.1s/q)
2026-05-12 02:59:58,343 INFO root | progress: 35/1000 (66.4s, 1.9s/q)
2026-05-12 03:00:09,377 INFO root | progress: 40/1000 (77.5s, 1.9s/q)
2026-05-12 03:00:20,273 INFO root | progress: 45/1000 (88.4s, 2.0s/q)
2026-05-12 03:00:35,311 INFO root | progress: 50/1000 (103.4s, 2.1s/q)
2026-05-12 03:00:38,675 INFO root | progress: 55/1000 (106.8s, 1.9s/q)
2026-05-12 03:00:45,370 INFO root | progress: 60/1000 (113.5s, 1.9s/q)
2026-05-12 03:00:51,177 INFO root | progress: 65/1000 (119.3s, 1.8s/q)
2026-05-12 03:00:54,371 INFO root | progress: 70/1000 (122.5s, 1.7s/q)
2026-05-12 03:01:02,491 INFO root | progress: 75/1000 (130.6s, 1.7s/q)
2026-05-12 03:01:09,899 INFO root | progress: 80/1000 (138.0s, 1.7s/q)
2026-05-12 03:01:20,062 INFO root | progress: 85/1000 (148.2s, 1.7s/q)
2026-05-12 03:01:33,335 INFO root | progress: 90/1000 (161.4s, 1.8s/q)
2026-05-12 03:01:40,723 INFO root | progress: 95/1000 (168.8s, 1.8s/q)
2026-05-12 03:01:46,655 INFO root | progress: 100/1000 (174.7s, 1.7s/q)
2026-05-12 03:01:56,223 INFO root | progress: 105/1000 (184.3s, 1.8s/q)
2026-05-12 03:02:08,447 INFO root | progress: 110/1000 (196.5s, 1.8s/q)
2026-05-12 03:02:16,144 INFO root | progress: 115/1000 (204.2s, 1.8s/q)
2026-05-12 03:02:26,211 INFO root | progress: 120/1000 (214.3s, 1.8s/q)
