Failed to initialize disk cache, falling back to memory-only cache: [Errno 122] Cache directory "/home/yzheng/.dspy_cache/000" does not exist and could not be created
2026-05-12 11:29:42,056 INFO root | progress: 5/1000 (37.5s, 7.5s/q)
2026-05-12 11:29:47,581 INFO root | progress: 10/1000 (43.0s, 4.3s/q)
2026-05-12 11:29:51,696 INFO root | progress: 15/1000 (47.1s, 3.1s/q)
2026-05-12 11:29:55,899 INFO root | progress: 20/1000 (51.3s, 2.6s/q)
2026-05-12 11:30:16,673 INFO root | progress: 25/1000 (72.1s, 2.9s/q)
2026-05-12 11:30:23,881 INFO root | progress: 30/1000 (79.3s, 2.6s/q)
2026-05-12 11:30:36,980 INFO root | progress: 35/1000 (92.4s, 2.6s/q)
2026-05-12 11:30:52,522 INFO root | progress: 40/1000 (107.9s, 2.7s/q)
2026-05-12 11:31:02,026 INFO root | progress: 45/1000 (117.4s, 2.6s/q)
2026-05-12 11:31:08,603 INFO root | progress: 50/1000 (124.0s, 2.5s/q)
2026-05-12 11:31:22,026 INFO root | progress: 55/1000 (137.4s, 2.5s/q)
2026-05-12 11:31:27,756 INFO root | progress: 60/1000 (143.2s, 2.4s/q)
2026-05-12 11:31:42,976 INFO root | progress: 65/1000 (158.4s, 2.4s/q)
2026-05-12 11:31:48,658 INFO root | progress: 70/1000 (164.1s, 2.3s/q)
2026-05-12 11:32:13,138 INFO root | progress: 75/1000 (188.5s, 2.5s/q)
2026-05-12 11:32:24,221 INFO root | progress: 80/1000 (199.6s, 2.5s/q)
2026-05-12 11:32:27,797 INFO root | progress: 85/1000 (203.2s, 2.4s/q)
2026-05-12 11:32:32,011 INFO root | progress: 90/1000 (207.4s, 2.3s/q)
