Failed to initialize disk cache, falling back to memory-only cache: [Errno 122] Cache directory "/home/yzheng/.dspy_cache/000" does not exist and could not be created
2026-05-12 11:48:05,130 INFO root | progress: 5/200 (39.2s, 7.8s/q)
2026-05-12 11:48:08,978 INFO root | progress: 10/200 (43.1s, 4.3s/q)
2026-05-12 11:48:15,255 INFO root | progress: 15/200 (49.4s, 3.3s/q)
2026-05-12 11:48:22,523 INFO root | progress: 20/200 (56.6s, 2.8s/q)
2026-05-12 11:48:39,226 INFO root | progress: 25/200 (73.3s, 2.9s/q)
2026-05-12 11:48:44,383 INFO root | progress: 30/200 (78.5s, 2.6s/q)
2026-05-12 11:48:59,932 INFO root | progress: 35/200 (94.0s, 2.7s/q)
2026-05-12 11:49:04,345 INFO root | progress: 40/200 (98.5s, 2.5s/q)
2026-05-12 11:49:17,117 INFO root | progress: 45/200 (111.2s, 2.5s/q)
2026-05-12 11:49:29,145 INFO root | progress: 50/200 (123.3s, 2.5s/q)
2026-05-12 11:49:35,901 INFO root | progress: 55/200 (130.0s, 2.4s/q)
2026-05-12 11:49:46,326 INFO root | progress: 60/200 (140.4s, 2.3s/q)
2026-05-12 11:50:02,859 INFO root | progress: 65/200 (157.0s, 2.4s/q)
2026-05-12 11:50:10,988 INFO root | progress: 70/200 (165.1s, 2.4s/q)
2026-05-12 11:50:18,178 INFO root | progress: 75/200 (172.3s, 2.3s/q)
2026-05-12 11:50:25,927 INFO root | progress: 80/200 (180.0s, 2.3s/q)
2026-05-12 11:50:35,293 INFO root | progress: 85/200 (189.4s, 2.2s/q)
2026-05-12 11:50:51,065 INFO root | progress: 90/200 (205.2s, 2.3s/q)
2026-05-12 11:50:53,421 INFO root | progress: 95/200 (207.5s, 2.2s/q)
2026-05-12 11:51:02,014 INFO root | progress: 100/200 (216.1s, 2.2s/q)
2026/05/12 11:51:02 WARNING dspy.clients.lm: LM response was truncated due to exceeding max_tokens=768. You can inspect the latest LM interactions with `dspy.inspect_history()`. To avoid truncation, consider passing a larger max_tokens when setting up dspy.LM. You may also consider increasing the temperature (currently 0.0)  if the reason for truncation is repetition.
2026-05-12 11:51:15,414 INFO root | progress: 105/200 (229.5s, 2.2s/q)
2026-05-12 11:51:23,480 INFO root | progress: 110/200 (237.6s, 2.2s/q)
2026-05-12 11:51:32,293 INFO root | progress: 115/200 (246.4s, 2.1s/q)
2026/05/12 11:51:33 WARNING dspy.clients.lm: LM response was truncated due to exceeding max_tokens=768. You can inspect the latest LM interactions with `dspy.inspect_history()`. To avoid truncation, consider passing a larger max_tokens when setting up dspy.LM. You may also consider increasing the temperature (currently 0.0)  if the reason for truncation is repetition.
2026-05-12 11:51:46,538 INFO root | progress: 120/200 (260.6s, 2.2s/q)
2026-05-12 11:51:53,836 INFO root | progress: 125/200 (267.9s, 2.1s/q)
2026-05-12 11:52:01,715 INFO root | progress: 130/200 (275.8s, 2.1s/q)
2026-05-12 11:52:07,117 INFO root | progress: 135/200 (281.2s, 2.1s/q)
2026-05-12 11:52:13,477 INFO root | progress: 140/200 (287.6s, 2.1s/q)
2026-05-12 11:52:27,633 INFO root | progress: 145/200 (301.7s, 2.1s/q)
2026-05-12 11:52:31,181 INFO root | progress: 150/200 (305.3s, 2.0s/q)
2026-05-12 11:52:43,730 INFO root | progress: 155/200 (317.8s, 2.1s/q)
2026-05-12 11:52:55,968 INFO root | progress: 160/200 (330.1s, 2.1s/q)
2026-05-12 11:53:05,920 INFO root | progress: 165/200 (340.0s, 2.1s/q)
2026-05-12 11:53:10,400 INFO root | progress: 170/200 (344.5s, 2.0s/q)
2026-05-12 11:53:25,357 INFO root | progress: 175/200 (359.5s, 2.1s/q)
2026-05-12 11:53:39,361 INFO root | progress: 180/200 (373.5s, 2.1s/q)
2026-05-12 11:53:45,653 INFO root | progress: 185/200 (379.8s, 2.1s/q)
2026-05-12 11:53:48,869 INFO root | progress: 190/200 (383.0s, 2.0s/q)
2026-05-12 11:53:57,834 INFO root | progress: 195/200 (391.9s, 2.0s/q)
2026-05-12 11:54:26,965 INFO root | progress: 200/200 (421.1s, 2.1s/q)
2026-05-12 11:54:26,965 INFO root | done: 200 predictions written to /local/yzheng/pnair/workspace/adaptive-mas/results/amas_pro/orch_v10_pilot200_20260512_1134/musique/predictions.jsonl
