Failed to initialize disk cache, falling back to memory-only cache: [Errno 122] Cache directory "/home/yzheng/.dspy_cache/000" does not exist and could not be created
2026-05-12 02:09:48,184 INFO root | progress: 5/125 (10.0s, 2.0s/q)
2026-05-12 02:10:18,843 INFO root | progress: 10/125 (40.7s, 4.1s/q)
2026-05-12 02:10:19,782 INFO root | progress: 15/125 (41.6s, 2.8s/q)
2026-05-12 02:10:24,363 INFO root | progress: 20/125 (46.2s, 2.3s/q)
2026-05-12 02:10:26,882 INFO root | progress: 25/125 (48.7s, 1.9s/q)
2026-05-12 02:10:31,189 INFO root | progress: 30/125 (53.0s, 1.8s/q)
2026-05-12 02:10:38,646 INFO root | progress: 35/125 (60.5s, 1.7s/q)
2026-05-12 02:11:03,178 INFO root | progress: 40/125 (85.0s, 2.1s/q)
2026-05-12 02:11:07,774 INFO root | progress: 45/125 (89.6s, 2.0s/q)
2026-05-12 02:11:11,276 INFO root | progress: 50/125 (93.1s, 1.9s/q)
2026-05-12 02:11:14,044 INFO root | progress: 55/125 (95.9s, 1.7s/q)
2026-05-12 02:11:21,007 INFO root | progress: 60/125 (102.9s, 1.7s/q)
2026-05-12 02:11:37,606 INFO root | progress: 65/125 (119.5s, 1.8s/q)
2026-05-12 02:11:50,573 INFO root | progress: 70/125 (132.4s, 1.9s/q)
2026-05-12 02:11:53,719 INFO root | progress: 75/125 (135.6s, 1.8s/q)
2026-05-12 02:12:01,370 INFO root | progress: 80/125 (143.2s, 1.8s/q)
2026-05-12 02:12:05,481 INFO root | progress: 85/125 (147.3s, 1.7s/q)
2026-05-12 02:12:11,572 INFO root | progress: 90/125 (153.4s, 1.7s/q)
2026-05-12 02:12:21,823 INFO root | progress: 95/125 (163.7s, 1.7s/q)
2026-05-12 02:12:33,688 INFO root | progress: 100/125 (175.5s, 1.8s/q)
2026-05-12 02:12:41,398 INFO root | progress: 105/125 (183.2s, 1.7s/q)
2026-05-12 02:12:48,362 INFO root | progress: 110/125 (190.2s, 1.7s/q)
2026-05-12 02:12:59,350 INFO root | progress: 115/125 (201.2s, 1.7s/q)
2026-05-12 02:13:05,353 INFO root | progress: 120/125 (207.2s, 1.7s/q)
2026-05-12 02:13:28,561 INFO root | progress: 125/125 (230.4s, 1.8s/q)
2026-05-12 02:13:28,561 INFO root | done: 125 predictions written to /local/yzheng/pnair/workspace/adaptive-mas/results/amas_pro/orch_final_20260512_0032/bamboogle/predictions.jsonl
