Failed to initialize disk cache, falling back to memory-only cache: [Errno 122] Cache directory "/home/yzheng/.dspy_cache/000" does not exist and could not be created
2026-05-12 11:24:37,677 INFO root | progress: 5/125 (15.1s, 3.0s/q)
2026-05-12 11:25:04,218 INFO root | progress: 10/125 (41.7s, 4.2s/q)
2026-05-12 11:25:08,025 INFO root | progress: 15/125 (45.5s, 3.0s/q)
2026-05-12 11:25:10,679 INFO root | progress: 20/125 (48.1s, 2.4s/q)
2026-05-12 11:25:13,635 INFO root | progress: 25/125 (51.1s, 2.0s/q)
2026-05-12 11:25:30,520 INFO root | progress: 30/125 (68.0s, 2.3s/q)
2026-05-12 11:25:42,171 INFO root | progress: 35/125 (79.6s, 2.3s/q)
2026-05-12 11:25:47,239 INFO root | progress: 40/125 (84.7s, 2.1s/q)
2026-05-12 11:25:50,281 INFO root | progress: 45/125 (87.7s, 1.9s/q)
2026-05-12 11:25:55,227 INFO root | progress: 50/125 (92.7s, 1.9s/q)
2026-05-12 11:26:09,318 INFO root | progress: 55/125 (106.8s, 1.9s/q)
2026-05-12 11:26:19,614 INFO root | progress: 60/125 (117.1s, 2.0s/q)
2026-05-12 11:26:22,849 INFO root | progress: 65/125 (120.3s, 1.9s/q)
2026-05-12 11:26:29,154 INFO root | progress: 70/125 (126.6s, 1.8s/q)
2026-05-12 11:26:34,171 INFO root | progress: 75/125 (131.6s, 1.8s/q)
2026-05-12 11:26:42,727 INFO root | progress: 80/125 (140.2s, 1.8s/q)
2026-05-12 11:26:57,485 INFO root | progress: 85/125 (154.9s, 1.8s/q)
2026-05-12 11:27:03,865 INFO root | progress: 90/125 (161.3s, 1.8s/q)
2026-05-12 11:27:09,997 INFO root | progress: 95/125 (167.5s, 1.8s/q)
2026-05-12 11:27:14,891 INFO root | progress: 100/125 (172.3s, 1.7s/q)
2026-05-12 11:27:18,920 INFO root | progress: 105/125 (176.4s, 1.7s/q)
2026-05-12 11:27:35,756 INFO root | progress: 110/125 (193.2s, 1.8s/q)
2026-05-12 11:27:43,454 INFO root | progress: 115/125 (200.9s, 1.7s/q)
2026-05-12 11:27:50,876 INFO root | progress: 120/125 (208.3s, 1.7s/q)
2026-05-12 11:28:05,391 INFO root | progress: 125/125 (222.8s, 1.8s/q)
2026-05-12 11:28:05,392 INFO root | done: 125 predictions written to /local/yzheng/pnair/workspace/adaptive-mas/results/amas_pro/orch_v9_pilot100_20260512_1112/bamboogle/predictions.jsonl
